Aeg,Kasutaja päring,Filtrid,Leitud ID-d,Leitud ained,LLM Vastus,Hinnang,Veatüüp
2026-03-01 18:56:10,"Mobiilirakenduste arendus,","EAP:(0.0, 36.0), Sem:[], Hind:[], Linn:[], Aste:[], Veeb:[], Eeldusaineteta:False","['SVNC.00.301', 'SVNC.00.057', 'LTAT.06.021', 'LTOM.02.050', 'LTAT.05.004']",[],"
Vabandust, aga andmeanalüüsi Pythoniga ja masinõppe kohta puuduvad andmed. Vastata saan ainult järgmiste kursuste kohta:

**Mobiilirakenduste arendus:**

*   **Kursuse kood:** LTAT.06.021
*   **Nimi:** Mobiilirakenduste arendus (Mobile Application Development)
*   **EAP:** 6.0
*   **Semester:** sügis
*   **Hindamisviis:** Eristav (A, B, C, D, E, F, mi)
*   **Keel:** inglise keel
*   **Õppeaste:** bakalaureuseõpe
*   **Kirjeldus:** Aine annab sissejuhatava ja praktilise ülevaate mobiilirakenduste arendamisest, keskendudes kõige enam Android-platvormile.
*   **Eesmärgid:** Anda sissejuhatav ja praktiline ülevaade mobiilirakenduste arendamisest.
*   **Õpiväljundid:** Oskab luua tarkvara Android platvormile Kotlin programmeerimiskeeles, omab algteadmisi multiplatvorm-tööriistadest ja iOS platvormist, teab turvalise ja kasutajasõbraliku rakenduse disainimist, integreerimist väliste andmeallikatega ja pilveteenuste kasutamist.
*   **Hindamise info:** Projektipõhine hindamine.

*   **Kursuse kood:** SVNC.00.301
*   **Nimi:** Mobiilirakenduste loomine (Mobile Application Development)
*   **EAP:** 6.0
*   **Semester:** sügis
*   **Hindamisviis:** Eristamata (arv, m.arv, mi)
*   **Keel:** eesti keel
*   **Linn:** Narva linn
*   **Õppeaste:** rakenduskõrgharidusõpe
*   **Kirjeldus:** Aines kaetakse järgmised teemad: Mobiilirakendused, Kasutajaliidesed, arendus Android platvormil, asukohapõhised teenused, mobiilne pilv, mobiilsete rakenduste turustamine.
*   **Eesmärgid:** Anda ülevaade mobiilirakenduste loomise protsessist ja tutvustada rakenduste loomist Google Android platvormil.
*   **Õpiväljundid:** Rakendab üldtuntud meetodeid mobiilirakenduste loomiseks, loob mobiilrakendusi Google Android platvormil ja teab nende turustamise võimalusi.

*   **Kursuse kood:** SVNC.00.057
*   **Nimi:** Mobiilirakenduste loomine (Mobile Application Development)
*   **EAP:** 4.0
*   **Semester:** sügis
*   **Hindamisviis:** Eristamata (arv, m.arv, mi)
*   **Keel:** eesti keel
*   **Linn:** Narva linn
*   **Kirjeldus:** Aines kaetakse järgmised teemad: Mobiilirakendused, Kasutajaliidesed, arendus Android platvormil, asukohapõhised teenused, mobiilne pilv, mobiilsete rakenduste turustamine.
*   **Eesmärgid:** Anda ülevaade mobiilirakenduste loomise protsessist ja tutvustada rakenduste loomist Google Android platvormil.
*   **Õpiväljundid:** Rakendab üldtuntud meetodeid mobiilirakenduste loomiseks, loob mobiilrakendusi Google Android platvormil ja teab nende turustamise võimalusi.",👎 Halb,LLM hallutsineeris/vastas valesti
2026-03-01 18:57:03,"Tehisintellekti alused
","EAP:(0.0, 36.0), Sem:[], Hind:[], Linn:[], Aste:[], Veeb:[], Eeldusaineteta:False","['LTAT.01.003', 'LTAT.03.018', 'LTAT.02.034', 'LTAT.06.028_1', 'LTAT.06.028']",[],"
Kursus **Tehisintellekt (LTAT.01.003)** on sobiv valik.

Siin on selle kohta peamised andmed:

*   **Nimi (et):** Tehisintellekt
*   **Nimi (en):** Artificial Intelligence
*   **EAP:** 6.0
*   **Semester:** kevad
*   **Hindamisviis:** Eristav (A, B, C, D, E, F, mi)
*   **Kirjeldus:** Masinõpe, tehisnärvivõrgud. Pilditöötlus, kõneliidesed. Loomuliku keele töötlus. Robotid ja isesõitvad autod. Mängude strateegia ja mitte mängitavate tegelaste käitumine.
*   **Eesmärgid:** Kuidas saab automaatselt tuvastada, kas pildi peal olev inimene on Jaak Vilo? Millised algoritmid juhivad tolmuimeja rooboteid ja isesõitvaid autosid? Kas inimkeelt saab modelleerida kasutades suurt hulka tekste internetist? Kursuse eesmärk on tutvuda tehisintellektiga, ning mõnede selle valdkonna harudega nagu masinõpe, loomuliku keele töötlus, pilditöötlus, jt.
*   **Opivaljundid:** Kursuse põhiteemad on: masinõpe, pilditöötlus, kõnetöötlus, loomuliku keele (teksti) töötlus, robotite ja agentide käitumise modelleerimine, mängude strateegia.
*   **Eeldusained:** (HVEE.04.028 (Programmeerimine Pythonis tekstiandmetega) VÕI LTAT.03.005 (Algoritmid ja andmestruktuurid) VÕI LTAT.03.001 (Programmeerimine))",👍 Hea,
2026-03-01 18:57:54,t e h i s i n t e l l e k t i a i n e,"EAP:(0.0, 36.0), Sem:[], Hind:[], Linn:[], Aste:[], Veeb:[], Eeldusaineteta:False","['OIEO.06.091', 'HVLC.09.052', 'FLKE.03.121', 'OIAO.05.074', 'MTAT.03.206']",[],"
Tehisintellekt ja õigus (OIEO.06.091) on magistriõppe kursus, mis annab ülevaate eetilistest ja õiguslikest väljakutsetest tehisintellekti süsteemide ja (tarkade) robotite kasutamisest kehtivas (Euroopa) õigusnormistikus ning (tulevikus) kehtivatest võimalustest nende tehnoloogiate kasutamist reguleerida. Kursus toimub inglise keeles Tartus. Hindamisel kasutatakse osalemist seminarides ja kirjalikku tööd.
",👎 Halb,Otsing leidis valed ained (RAG viga)
2026-03-01 18:58:15,Tarkvaraarhitektuur,"EAP:(0.0, 36.0), Sem:[], Hind:[], Linn:[], Aste:[], Veeb:[], Eeldusaineteta:False","['LTAT.05.003', 'LTAT.05.005', 'LTAT.05.034', 'P2NC.01.085', 'SVNC.00.308']",[],"

Vabandust, andmebaasis puudub kursus nimega ""Tarkvaraarhitektuur"". Kas ma saan sind aidata millelegi muule?",👎 Halb,LLM hallutsineeris/vastas valesti
2026-03-01 18:58:59,Äriinglite investeerimine,"EAP:(0.0, 36.0), Sem:[], Hind:[], Linn:[], Aste:[], Veeb:[], Eeldusaineteta:False","['P2PC.01.158', 'P2PC.00.630', 'MJJV.10.044', 'MJJV.10.063', 'LOTI.05.102']",[],"Vabandust, andmebaasis puudub kursus, mis käsitleks otse äriinglite investeerimist. Kuid ma võin soovitada kursust **Investeeringute analüüs (unique_ID 2381)**, mis käsitleb investeerimise aluseid, tootlust ja riski, võlakirjade ja aktsiate analüüsi, investeerimisstrateegiaid ning finantsderivatiive. See kursus võib anda põhiteadmised, mida on vaja äriinglite investeerimise mõistmiseks.",👎 Halb,LLM hallutsineeris/vastas valesti
2026-03-01 18:59:19,Roheettevõtlus,"EAP:(0.0, 36.0), Sem:[], Hind:[], Linn:[], Aste:[], Veeb:[], Eeldusaineteta:False","['LTMR.00.001', 'LTKT.04.003', 'LTOM.00.016', 'SVNC.00.262', 'SVNC.00.262_1']",[],"
Vabandust, andmebaasis puuduvad otseselt kursused, mis käsitleksid ""Äriinglite investeerimist"" või spetsiifiliselt ""Roheettevõtlust"". Küll aga on olemas kursus, mis puudutab ettevõtlust ja säästlikkust:

**LTMR.00.001 Bioettevõtlus**

*   **Kirjeldus:** Aine eesmärgiks on anda ülevaade äri võimalustest biotehnoloogia valdkonnas, sealhulgas praktilisi näpunäiteid kuidas ettevõtet alustada, äriplaani koostada, ideedele raha leida, intellektuaalset omandit kaitsta, personali leida. Muuhulgas antakse ülevaade biotehnoloogia sektorist nii Eestis kui mujal maailmas.
*   **Eesmärgid:** Aine läbinud üliõpilane tunneb ettevõtluse aluseid, mis on vajalikud ka uue ettevõtte finantseerimiseks.
*   **Opivaljundid:** Saab aru kõrgtehnoloogilise väikeettevõtte erinevate valdkondade olemusest, omab baasteadmisi äriplaani koostamisest ning omab ülevaadet Eesti biotehnoloogia sektorist.

Lisaks võib **LTKT.04.003 Ringmajandus ja ressursside kasutus** olla asjakohane, kui roheettevõtluse eesmärgiks on ringmajanduse põhimõtete rakendamine.
",👍 Hea,
2026-03-01 18:59:54,STEAM-haridus,"EAP:(0.0, 36.0), Sem:[], Hind:[], Linn:[], Aste:[], Veeb:[], Eeldusaineteta:False","['MVCM.03.002', 'MVCM.03.002_1', 'LOLH.00.003', 'SVHI.02.025', 'SVUH.00.263']",[],"
Vabandust, andmebaasis puudub otsene vastus STEAM-haridusele. Küll aga on olemas kursus, mis puudutab robootikat seoses õppeprogrammidega I ja II kooliastmes:

**Robootika ja õppeprogrammid I ja II kooliastmes (SVHI.02.025)**

*   **Kirjeldus:** Ülevaade robootika ja õppeprogrammide kasutamisest I ja II kooliastmes. Tutvumine hariduslike robotitega (Qobo, TaleBot, VinciBot, Lego Spike Prime, Lego Spike Essential jt) ja erinevate õpetamise veebikeskkondade ning rakendustega (Scratch, CodeMonkey, Wakelet jt) I ja II kooliastme kontekstis. Rühmatöö.
*   **Eesmärk:** Omandada esmased teadmised ja oskused robootika ja õppeprogrammide kasutamiseks I ja II kooliastmes.
*   **Õpiväljundid:**
    *   Teab ja oskab nimetada ning rakendada enim kasutatavaid robootika õpetamise vahendeid I ja II kooliastmes.
    *   Teab ja oskab lõimida robootikat ning õppeprogramme enda õpetamise protsessi.
    *   Teab ja oskab kasutada erinevaid õpetamise veebikeskkondi ja rakendusi I ja II kooliastme õppetegevuse rikastamiseks.

Kuigi see ei kata STEAM-haridust tervikuna, on robootika oluline osa STEAM-õppest, mis ühendab teadust, tehnoloogiat, inseneriteadust, kunst ja matemaatikat.",👍 Hea,
2026-03-01 19:01:09,Digitaalne fotograafia,"EAP:(0.0, 36.0), Sem:[], Hind:[], Linn:[], Aste:[], Veeb:[], Eeldusaineteta:False","['LTAT.02.036', 'LOTI.05.037', 'LTAT.02.025', 'FLFI.01.101', 'SVHI.02.004']",[],"
Kursuste nimekirjast leiab digitaalse fotograafiaga seotud kursused:

* **LOTI.05.037 Digitaalne pilditöötlus** (Digital Image Processing) - Aine annab ülevaate pilditöötluse alusteadmistest toetudes varasematele teadmistele programmeerimises.
* **SVHI.02.004 Digitaalsed tehnoloogiad kunstiõpetuses** (Digital Technologies in Art Teaching) - Tutvustatakse digimaali ja digitaalfotograafiat.
* **FLFI.01.101 Mõttepildid / valgusepildid** (Thought Images / Light Images) -  Käsitletakse fotograafia filosoofilisi aspekte ja fotosid mõttepiltidena.
* **LTAT.02.036 Digitaalne pilditöötlus** (Digital Image Processing)- Käsitletavad teemad on pildi kujunemine, formaat ja tüübid, intensiivsuse transformatsioonid ja ruumiline filtreerimine.
* **LTAT.02.025 Arvutuslik pildistamine** (Computational Imaging) - Kursus keskendub digikaameratele ja valgusvälja kujutisele.

Millise kursuse kohta sa rohkem infot soovid?",👍 Hea,
2026-03-01 19:01:49,Andmekaitse,"EAP:(0.0, 36.0), Sem:[], Hind:[], Linn:[], Aste:[], Veeb:[], Eeldusaineteta:False","['P2OG.01.061', 'LTAT.02.009', 'OIAO.05.070', 'SVNC.00.171', 'OIAO.05.074']",[],"
Vabandust, aga ""Digitaalne fotograafia"" kursust ei leidu. Saan aidata ainult nende kursuste kohta, mille andmed on mul olemas.

Seoses **Andmekaitse** kursusega (unique_ID 2171):

**Kirjeldus:** 1.\tAndmekaitseõiguse kujunemine. Andmekaitsealased õigusaktid ELs. (videoloeng, iseseisev õpe)\n2.\tIKÜM esemeline/territoriaalne kohaldamisala. One-shop mehhanism. Kolmandatesse riikidesse andmete edastamine.\nIKSi ja IKÜMi kohaldamisala Eestis.\n3.\tAndmekaitse põhimõisted\n4.\tAndmekaitse põhimõtted ning töötlemise õiguslikud alused.\n5.\tNõusolek, õigustatud huvi; vastuväited; kustutamisnõue\n6.\tVäljendusvabadus vs eraelu puutumatus\n7.\tEriliiki isikuandmed. Nõuded siseriiklikule regulatsioonile. Eriliiki isikuandmed töösuhetes.\n8.\tAvaliku sektori andmetöötlus (automaatsed haldusaktid, proaktiivsed teenused, riigi andmekogud); IKÜM art 23 alusel piirangute kehtestamine\n9.\tAndmekaitsetingimused. Andmesubjekti õigus tutvuda enda kohta käivate andmetega.\n10.\tAndmeturve

**Eesmärgid:** Anda andmekaitseõiguse baasteadmised ning juhtida tähelepanu praktikas eksisteerivatele kitsaskohtadele. Kursusel käsitletakse teooriat käsikäes praktiliste kaasuste ja näidetega. Kursuse läbimine annab õpilasele vajaliku baasi edasiseks süvendatud uurimistööks või andmekaitsespetsialisti väljaõppeks. Kuivõrd isikuandmed on kõikjal, on andmekaitseõiguse baasteadmised kasulikud pea igas valdkonnas, ent kindlasti vajalikud tulevases õigusloometöös ning avaliku sektori andmetöötluse korraldamisel.

**Opivaljundid:** Õppeaine läbinud üliõpilane: -\ttunneb andmekaitset reguleerivaid õigusakte, ja EL andmekaitseõiguse mõisteid, põhimõtteid ja isikuandmete töötlemise põhilisi reegleid ning oskab IKÜMit ning isikuandmete kaitse seadust rakendada kaasuste lahendamisel. , -\tmõistab andmekaitse seost põhiõigustega ning põhiõiguse riive tingimusi., -\tOskab leida ja kasutada teemakohaseid materjale.

**Hindamise info:** Arvestuse sisuks on praktilist laadi ülesannete lahendamine (kaasus, andmekaitsetingimuste kontroll, õigusnormi analüüs). Arvestuse ajad jaanuaris. Arvestus 2 h.
",👎 Halb,LLM hallutsineeris/vastas valesti
2026-03-01 19:02:39,üsioteraapia kursused ,"EAP:(0.0, 36.0), Sem:[], Hind:[], Linn:[], Aste:[], Veeb:[], Eeldusaineteta:False","['KKSB.05.107', 'KKSB.05.034', 'KKSB.05.032', 'KKSB.05.119', 'KKSB.05.109']",[],"
Siin on loetelu füsioteraapia kursustest vastavalt antud andmebaasile:

*   **Süsteemsete haiguste ja vanemaealiste füsioteraapia** (KKSB.05.107)
*   **Füsioteraapia praktika** (KKSB.05.034)
*   **Füsioteraapia neuroloogias** (KKSB.05.032)
*   **Skeleti-lihassüsteemi füsioteraapia I** (KKSB.05.119)
*   **Füüsikaline ravi füsioteraapias** (KKSB.05.109)",👍 Hea,
2026-03-01 19:03:30,"rahvusvaheline äri, bak, 3 eap
","EAP:(0.0, 36.0), Sem:[], Hind:[], Linn:[], Aste:[], Veeb:[], Eeldusaineteta:False","['OIEO.06.079', 'SVMJ.07.004', 'SORG.00.069', 'SORG.00.069_1', 'OIEO.06.093']",[],"
Arvestades sinu soovi ""rahvusvaheline äri, bak, 3 eap"", sobivaim kursus on:

**Sissejuhatus rahvusvahelisse äriõigusesse (unique_ID: 1991)**

*   **aine_kood:** OIEO.06.079
*   **nimi_et:** Sissejuhatus rahvusvahelisse äriõigusesse
*   **nimi_en:** Introduction to International Business Law
*   **eap:** 3.0
*   **semester:** sügis
*   **oppeaste:** bakalaureuseõpe
*   **keel:** inglise keel
*   **linn:** Tartu linn

**Kirjeldus:** Kursus annab üldise sissejuhatuse rahvusvahelise äritegevuse jaoks olulisematesse õiguse valdkondadesse, sealhulgas lepinguõigus, rahvusvaheline vaidluste lahendamine, Euroopa Liidu konkurentsiõigus, intellektuaalse omandi õigus ja ühinguõigus.
",👎 Halb,LLM hallutsineeris/vastas valesti
2026-03-01 19:04:01,aine suurima eap'ga,"EAP:(0.0, 36.0), Sem:[], Hind:[], Linn:[], Aste:[], Veeb:[], Eeldusaineteta:False","['ARFA.02.103', 'SVMJ.03.013', 'MVCM.13.015', 'MV00.00.015_1', 'MV00.00.015']",[],"

Sisehaigused (MV00.00.015) on aine suurima EAP-ga (28.0).",👎 Halb,Otsing leidis valed ained (RAG viga)
2026-03-01 19:04:48,"wikipedia, youtube, google","EAP:(0.0, 36.0), Sem:[], Hind:[], Linn:[], Aste:[], Veeb:[], Eeldusaineteta:False","['SVPC.00.077', 'OIAO.06.050', 'OIAO.06.051', 'FLEE.08.145', 'MTAT.03.132_1']",[],"

Vabandust, aga ma ei saa vastata küsimustele, mis ei ole seotud pakutava kursuse kirjeldustega. Kas sa soovid, et ma otsiksin infot mõne konkreetse kursuse kohta?",👍 Hea,
2026-03-01 19:05:24,kuidas lennuk lendab,"EAP:(0.0, 36.0), Sem:[], Hind:[], Linn:[], Aste:[], Veeb:[], Eeldusaineteta:False","['LOTI.05.109', 'LOFY.05.032', 'LOOM.04.015', 'LOFY.05.025', 'LOFY.04.040']",[],"
Vabandust, kursuste loetelus ei ole infot lennukite lennu kohta. Seega ma sellele küsimusele vastata ei saa.",👍 Hea,
2026-03-01 19:05:57,drooni kursus,"EAP:(0.0, 36.0), Sem:[], Hind:[], Linn:[], Aste:[], Veeb:[], Eeldusaineteta:False","['LOTI.05.109', 'LOTI.05.091', 'LTOM.03.034', 'LOTI.05.010', 'LTTO.00.032']",[],"
Siin on loetletud kursused, mis käsitlevad droone:

*   **FPV droonilennu alused (LOTI.05.109):** Annab ülevaate FPV droonidest, õpetab ehitust, tööpõhimõtteid, varustuse kasutamist ja hooldust. Sisaldab lennuharjutusi simulaatoris ja Tinywhoop drooniga.
*   **Kopterdroonide projekt (LOTI.05.091):** Käsitseb arvutitehnika ja juhtimistehnoloogiate rakendamist kopterdroonide (quadrotor) arendamisel. Sisaldab praktilist tööd ROS ja Gazebo keskkonnas.
*   **Mehitamata sõidukite kasutamine maateadustes (LTOM.03.034):** Annab põhjaliku ülevaate mehitamata sõidukite (sh droonide) kasutamisest maateadustes, uuringute planeerimisest ja andmete analüüsist.
*   **Robootika I (LOTI.05.010):** Sissejuhatus robotisüsteemidesse, kus kasutatakse Raspberry Pi'd ja Pico't koos GoPiGo platvormiga. Sisaldab praktilisi ülesandeid ja projekti.",👍 Hea,
2026-03-01 19:06:24,hiina ja jaapani keeled,"EAP:(0.0, 36.0), Sem:[], Hind:[], Linn:[], Aste:[], Veeb:[], Eeldusaineteta:False","['HVLC.08.012', 'HVLC.08.012_1', 'HVLC.08.013_1', 'HVLC.08.013', 'HVLC.08.014']",[],"
Vabandust, mul on andmebaasis ainult info hiina keele kursuste kohta. Jaapani keele kursusi andmebaasis ei ole.

Siin on info hiina keele kursuste kohta:

*   **Hiina keel algtasemele I (inglise keele baasil), tase 0 > A1.1** (kursuse koodid: HVLC.08.012, HVLC.08.012_1) - 6 EAP, pakutakse kevadel ja sügisel. Õpitakse hääldamist, kirjutamist, elementaarset sõnavara ja grammatikat.
*   **Hiina keel algtasemele II (inglise keele baasil), tase A1.1 > A1.2** (kursuse koodid: HVLC.08.013, HVLC.08.013_1) - 6 EAP, pakutakse kevadel ja sügisel. Õpitakse suhtlussõnavara, grammatika põhireeglid ja kirjutamist.
*   **Hiina keel algtasemele III (inglise keele baasil), tase A1.2 > A2.1** (kursuse kood: HVLC.08.014) - 6 EAP, pakutakse sügisel. Õpitakse keerulisemaid lausekonstruktsioone ja rohkem sõnavara.",👍 Hea,
2026-03-01 19:06:45,looma keeled,"EAP:(0.0, 36.0), Sem:[], Hind:[], Linn:[], Aste:[], Veeb:[], Eeldusaineteta:False","['FLSE.00.260', 'FLSE.00.214', 'FLEE.06.122', 'FLGR.03.157', 'FLKE.05.010']",[],"
Siin on kursused, mis võivad sind huvitada:

*   **Zoosemiootika: omailm ja loomade kommunikatsioon** (FLSE.00.260) - Kursuse teemaks on loomade märgiline kommunikatsioon. Tähelepanu pööratakse biokommunikatsiooni eeldustele, elementidele ja erinevatele tüüpidele ning selle omadustele erinevates keskkondades.
*   **Zoosemiootika** (FLSE.00.214) - Kursus annab ülevaate peamistest zoosemiootika autoritest ja kirjandusallikatest ning võimaldab tutvuda biokommunikatsiooni esinemisvormide ja funktsioonidega erinevates loomarühmades.",👍 Hea,
2026-03-01 19:07:27,tänapäeva majanus,"EAP:(0.0, 36.0), Sem:[], Hind:[], Linn:[], Aste:[], Veeb:[], Eeldusaineteta:False","['SVPH.00.004', 'HVEE.01.019', 'FLAJ.07.091', 'HVKU.04.032', 'SVUH.00.267']",[],"Vabandust, aga pakutud kursuste seast ei leidu otseselt kursust, mis käsitleks tänapäeva majandust.  Lähimad teemad puudutavad ühiskondlikke teooriaid ja kultuuri, mis võivad majanduslikke protsesse mõjutada, kuid ei keskendu sellele otse. 

Siin on mõned kursused, mis võiksid olla teile kasulikud võrreldes pakutud valikuga, kui majandus on teema, mis teid huvitab:

*   **SVUH.00.267 Kaasaja ühiskonna teooriad:**  See kursus käsitleb sotsiaalteaduslikke teooriaid, mis võivad anda konteksti majanduslike suundumuste mõistmiseks.
*   **HVKU.04.032 Ühiskonna kultuuriline mõtestamine enne ja nüüd:**  Kultuurilised tegurid on majandusega tihedalt seotud, nii et see kursus võib pakkuda väärtuslikke teadmisi.",👎 Halb,Otsing leidis valed ained (RAG viga)
2026-03-01 19:08:14,Funktsionaalne programmeerimine/analüüs,"EAP:(0.0, 36.0), Sem:[], Hind:[], Linn:[], Aste:[], Veeb:[], Eeldusaineteta:False","['LTAT.03.019', 'MTMM.00.301', 'MTMM.00.095', 'MTAT.03.286', 'HVEE.04.028']",[],"
Valikuid on kaks:

1. **Funktsionaalprogrammeerimine** (LTAT.03.019): Kursuse eesmärk on tutvustada funktsionaalse programmeerimise paradigmat ja selgitada selle eeliseid. Kursuse läbinud üliõpilane oskab selgitada lambda arvutuse põhimõisteid ja lahendada programmeerimisülesandeid funktsionaalsel viisil.
2. **Funktsionaalanalüüs I** (MTMM.00.095): Funktsionaalanalüüsi sissejuhatav osa, mis katab meetrilised ruumid, täielikud meetrilised ruumid ja pidevad operaatorid. Kursuse läbinud üliõpilane tunneb põhimõisteid ja oskab tõestada nendega seotud teoreeme.",👍 Hea,
2026-03-01 19:09:28,"gan, rnn, cnn, lstm","EAP:(0.0, 36.0), Sem:[], Hind:[], Linn:[], Aste:[], Veeb:[], Eeldusaineteta:False","['LOMR.01.003', 'LTMR.01.006', 'LTKT.09.002', 'LTMR.01.002', 'LTMS.00.016']",[],"Vabandust, aga teie küsimus ei kuulu nende kursuste hulka. Ma ei saa vastata.",👎 Halb,Otsing leidis valed ained (RAG viga)
2026-03-01 19:09:52,ai eetika kursus,"EAP:(0.0, 36.0), Sem:[], Hind:[], Linn:[], Aste:[], Veeb:[], Eeldusaineteta:False","['FLFI.02.190', 'ARTH.02.055', 'FLFI.02.003', 'FLFI.02.148', 'OIEO.06.091']",[],"
Kahjuks ei ole ühtegi kursust, mis ühendaks otseselt kõiki nimetatud termineid (GAN, RNN, CNN, LSTM) ja AI eetikat. Küll aga on üks kursus, mis käsitleb tehisintellekti ja õigust ning puudutab seega AI eetikat:

**OIEO.06.091 Tehisintellekt ja õigus (Artificial Intelligence and Law)**

*   **Kirjeldus:** Kursus annab ülevaate eetilistest ja õiguslikest väljakutsetest tehisintellekti süsteemide ja (tarkade) robotite kasutamisest kehtivas (Euroopa) õigusnormistikus ning (tulevikus) kehtivatest võimalustest nende tehnoloogiate kasutamist reguleerida.
*   **Eesmärgid:** Aine loob teadmised ja arusaamise viimase aja tehnoloogia arengutest TI ja robootika valdkonnas, aktuaalsematest eetilistest ja õiguslikest küsimustest ning kohaldatavast õigusnormistikust.
*   **Hindamine:** Active Participation in lectures/seminars with a presentation of a pre-selected topic: 40%, Written paper: 60%.

Kuigi see kursus ei keskendu otseselt GAN-ide, RNN-ide, CNN-ide ja LSTM-ide tehnilistele detailidele, käsitleb see nende rakendamisega seotud eetilisi ja õiguslikke küsimusi.
",👍 Hea,
2026-03-01 19:10:33,projektijuhtimine tiimides,"EAP:(0.0, 36.0), Sem:[], Hind:[], Linn:[], Aste:[], Veeb:[], Eeldusaineteta:False","['SORG.01.040', 'HVKU.04.052', 'P2VK.05.327', 'SVNC.00.184', 'LOTI.05.032']",[],"Olen nõustaja ja aitan sind. Siin on kursuste väljavõtted, mis käsitlevad projektijuhtimist tiimides:

*   **SORG.01.040 Projektijuhtimine:** Kursus pöörab tähelepanu projekti inimressurssile ja projektijuhi rollile projekti juhtimisel. Kirjeldatakse võtteid hea meeskonna valikuks ja projekti tulemuste hindamiseks.
*   **HVKU.04.052 Projektijuhtimine:** Käsitletakse meeskonna juhtimise ja motiveerimise põhialuseid.
*   **P2VK.05.327 Projektitöö II:** Arendab oskust kavandada ja teostada projekti kaas- ja omafinantseerimise võimalusi. Anda ülevaade personalijuhtimise võttestikust projektitöö kontekstis. Õliõpilane peab oskama märgata erinevaid rolle meeskonnatöös ja omama algteadmisi personalijuhtimisest projektitöö kontekstis.
*   **SVNC.00.184 Projektipraktika infotehnoloogias:** Õppijad osalevad meeskonnatöös ja täidavad talle määratud ülesandeid, juhivad projekti ja projekti meeskonda.
*   **LOTI.05.032 Robootika projekt:** Annab kogemuse meeskonnatööna tehtava praktilise tähtajalise projekti planeerimisel, dokumenteerimisel ja elluviimisel. Õppija peab oskama jagada projekti alamtöödeks ja määrata nendevahelised sõltuvused, samuti osaleda meeskonnatöös nii tavaliikme kui ka projektijuhina.",👍 Hea,
